file,problem_id,task_id,problem_name,entry_point,model_name,model_id,provider,prompt_name,repeat_idx,ast_status,ast_error_type,ast_error_message,total_nodes,ast_depth,branch_count,loop_count,function_count,control_flow_count,control_flow_ratio,function_names,functional_execution_success,functional_passed,functional_error_type,functional_error_message,ast_success,z_ast_depth,z_branch_count,z_loop_count,z_function_count,z_control_flow_ratio
humaneval_000__gpt5_model__paraphrase__paraphrase_e__r2.json,humaneval_000,HumanEval/0,Has Close Elements,has_close_elements,gpt5_model,gpt-5-mini,openai,paraphrase_e,2,success,,,135.0,11.0,4.0,1.0,1.0,9.0,0.066667,"[""has_close_elements""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.24203147566716343
humaneval_000__gpt5_model__paraphrase__paraphrase_e__r3.json,humaneval_000,HumanEval/0,Has Close Elements,has_close_elements,gpt5_model,gpt-5-mini,openai,paraphrase_e,3,success,,,92.0,11.0,3.0,1.0,1.0,8.0,0.086957,"[""has_close_elements""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,0.9434750123183178
humaneval_000__gpt5_model__paraphrase__paraphrase_e__r4.json,humaneval_000,HumanEval/0,Has Close Elements,has_close_elements,gpt5_model,gpt-5-mini,openai,paraphrase_e,4,success,,,106.0,11.0,4.0,1.0,1.0,9.0,0.084906,"[""has_close_elements""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.8725700988796028
humaneval_000__gpt5_model__paraphrase__paraphrase_e__r5.json,humaneval_000,HumanEval/0,Has Close Elements,has_close_elements,gpt5_model,gpt-5-mini,openai,paraphrase_e,5,success,,,108.0,11.0,4.0,1.0,1.0,9.0,0.083333,"[""has_close_elements""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.8181900750672687
humaneval_001__claude_model__paraphrase__paraphrase_a__r1.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,1,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_a__r2.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,2,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_a__r3.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,3,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_a__r4.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,4,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_a__r5.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_a,5,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_b__r1.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,1,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_b__r2.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,2,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_b__r3.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,3,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_b__r4.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,4,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_b__r5.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_b,5,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_c__r1.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,1,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_c__r2.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,2,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_c__r3.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,3,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_c__r4.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,4,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_c__r5.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_c,5,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_d__r1.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,1,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_d__r2.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,2,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_d__r3.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,3,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_d__r4.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,4,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_d__r5.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_d,5,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_e__r1.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,1,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_e__r2.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,2,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_e__r3.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,3,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_e__r4.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,4,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__claude_model__paraphrase__paraphrase_e__r5.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,claude_model,claude-sonnet-4-6,anthropic,paraphrase_e,5,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__deepseek_model__paraphrase__paraphrase_a__r1.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_a,1,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__deepseek_model__paraphrase__paraphrase_a__r2.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_a,2,success,,,104.0,11.0,4.0,1.0,1.0,7.0,0.067308,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2641914217979368
humaneval_001__deepseek_model__paraphrase__paraphrase_a__r3.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_a,3,success,,,104.0,11.0,4.0,1.0,1.0,7.0,0.067308,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2641914217979368
humaneval_001__deepseek_model__paraphrase__paraphrase_a__r4.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_a,4,success,,,104.0,11.0,4.0,1.0,1.0,7.0,0.067308,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2641914217979368
humaneval_001__deepseek_model__paraphrase__paraphrase_a__r5.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_a,5,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__deepseek_model__paraphrase__paraphrase_b__r1.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_b,1,success,,,104.0,11.0,4.0,1.0,1.0,7.0,0.067308,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2641914217979368
humaneval_001__deepseek_model__paraphrase__paraphrase_b__r2.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_b,2,success,,,104.0,11.0,4.0,1.0,1.0,7.0,0.067308,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2641914217979368
humaneval_001__deepseek_model__paraphrase__paraphrase_b__r3.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_b,3,success,,,107.0,11.0,3.0,1.0,1.0,5.0,0.046729,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.42386416415471295,0.24087621279762858,-0.31167166746947106,-0.4472431046064056
humaneval_001__deepseek_model__paraphrase__paraphrase_b__r4.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_b,4,success,,,104.0,11.0,4.0,1.0,1.0,7.0,0.067308,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2641914217979368
humaneval_001__deepseek_model__paraphrase__paraphrase_b__r5.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_b,5,success,,,109.0,13.0,4.0,1.0,1.0,6.0,0.055046,"[""separate_paren_groups""]",True,True,,,True,2.1154591620337015,0.8441379977805259,0.24087621279762858,-0.31167166746947106,-0.1597169392871524
humaneval_001__deepseek_model__paraphrase__paraphrase_c__r1.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_c,1,success,,,109.0,13.0,4.0,1.0,1.0,6.0,0.055046,"[""separate_paren_groups""]",True,True,,,True,2.1154591620337015,0.8441379977805259,0.24087621279762858,-0.31167166746947106,-0.1597169392871524
humaneval_001__deepseek_model__paraphrase__paraphrase_c__r2.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_c,2,success,,,104.0,11.0,4.0,1.0,1.0,7.0,0.067308,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2641914217979368
humaneval_001__deepseek_model__paraphrase__paraphrase_c__r3.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_c,3,success,,,109.0,13.0,4.0,1.0,1.0,6.0,0.055046,"[""separate_paren_groups""]",True,True,,,True,2.1154591620337015,0.8441379977805259,0.24087621279762858,-0.31167166746947106,-0.1597169392871524
humaneval_001__deepseek_model__paraphrase__paraphrase_c__r4.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_c,4,success,,,104.0,11.0,4.0,1.0,1.0,7.0,0.067308,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2641914217979368
humaneval_001__deepseek_model__paraphrase__paraphrase_c__r5.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_c,5,success,,,104.0,11.0,4.0,1.0,1.0,7.0,0.067308,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2641914217979368
humaneval_001__deepseek_model__paraphrase__paraphrase_d__r1.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_d,1,success,,,106.0,11.0,4.0,1.0,1.0,7.0,0.066038,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2202863803219895
humaneval_001__deepseek_model__paraphrase__paraphrase_d__r2.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_d,2,success,,,106.0,11.0,4.0,1.0,1.0,7.0,0.066038,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2202863803219895
humaneval_001__deepseek_model__paraphrase__paraphrase_d__r3.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_d,3,success,,,104.0,11.0,4.0,1.0,1.0,7.0,0.067308,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2641914217979368
humaneval_001__deepseek_model__paraphrase__paraphrase_d__r4.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_d,4,success,,,106.0,11.0,4.0,1.0,1.0,7.0,0.066038,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2202863803219895
humaneval_001__deepseek_model__paraphrase__paraphrase_d__r5.json,humaneval_001,HumanEval/1,Separate Paren Groups,separate_paren_groups,deepseek_model,deepseek-flash,deepseek,paraphrase_d,5,success,,,106.0,11.0,4.0,1.0,1.0,7.0,0.066038,"[""separate_paren_groups""]",True,True,,,True,0.9753596899405581,0.8441379977805259,0.24087621279762858,-0.31167166746947106,0.2202863803219895
